timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94,killed_by_world,killed_world
2024-09-05 12:39:05,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,1,0,0,1,0,0,0,0,1,0,0
2024-09-05 12:39:20,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,2,0,0,2,0,0,0,0,2,0,0
2024-09-05 12:39:53,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,2,0,1,1,0,1,0,0,2,0,0
2024-09-05 12:40:03,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,3,1,1,1,0,0,1,1,2,0,0
2024-09-05 12:40:10,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,4,1,1,2,0,0,2,1,2,0,0
2024-09-05 12:40:23,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,4,0,1,3,0,1,2,0,3,0,0
2024-09-05 12:41:03,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,5,0,1,4,0,1,2,0,4,0,0
2024-09-05 12:41:39,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,6,0,1,5,0,1,2,0,5,0,0
2024-09-05 12:41:57,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,9,3,1,3,0,0,3,3,5,0,0
2024-09-05 12:42:15,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,8,0,1,6,0,2,3,0,6,0,0
2024-09-05 12:42:18,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,5,0,2,2,0,2,3,1,6,0,0
2024-09-05 12:43:11,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,10,0,2,7,0,3,3,0,7,0,0
2024-09-05 12:43:54,9,aggressor,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,8,0,3,3,0,3,3,2,7,0,0
