timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94,killed_by_world,killed_world
2024-09-05 12:28:28,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,2,0,1,1,0,1,0,0,0,0,0
2024-09-05 12:29:46,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,3,1,1,1,0,1,0,0,1,0,0
2024-09-05 12:29:56,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.81,Player_138.25.249.81,1,7,1,1,1,1,3,0,2,1,0,0
2024-09-05 12:30:21,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,1,5,1,1,1,1,0,1,3,1,0,0
2024-09-05 12:30:43,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,1,7,0,2,2,1,4,1,1,1,0,0
2024-09-05 12:30:48,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,1,8,0,3,3,1,4,1,1,1,0,0
2024-09-05 12:31:02,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,1,8,4,3,2,1,2,1,0,2,0,0
2024-09-05 12:31:18,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,1,9,0,4,4,1,4,1,1,2,0,0
2024-09-05 12:31:29,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,1,10,0,5,5,1,4,1,1,2,0,0
2024-09-05 12:31:34,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,1,9,4,5,3,1,2,1,0,3,0,0
2024-09-05 12:31:48,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,1,9,3,5,2,1,0,2,4,3,0,0
2024-09-05 12:31:54,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,1,10,4,5,4,1,2,2,0,4,0,0
2024-09-05 12:32:09,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.81,Player_138.25.249.81,2,13,3,5,2,2,5,2,3,4,0,0
2024-09-05 12:32:24,7,aggressor,50,Player_138.25.249.81,Player_138.25.249.81,Player_138.25.249.81,3,14,3,5,3,3,5,2,3,4,0,0
