timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94,killed_by_world,killed_world
2024-09-05 12:18:20,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,2,0,0,1,0,0,1,1,0,0,0
2024-09-05 12:18:28,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,3,0,0,2,0,0,2,1,0,0,0
2024-09-05 12:18:31,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,3,1,0,1,0,1,2,0,1,0,0
2024-09-05 12:18:38,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,4,0,0,3,0,0,3,1,1,0,0
2024-09-05 12:19:09,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,5,0,0,4,0,0,4,1,1,0,0
2024-09-05 12:19:16,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,5,0,1,1,0,3,4,1,1,0,0
2024-09-05 12:19:30,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,6,1,1,2,0,3,4,0,2,0,0
2024-09-05 12:20:24,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,8,0,2,2,0,3,4,3,2,0,0
2024-09-05 12:20:44,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,9,0,3,3,0,3,4,3,2,0,0
2024-09-05 12:20:53,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,12,1,3,3,0,7,4,1,3,0,0
2024-09-05 12:21:11,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,10,3,3,5,0,0,5,2,3,0,0
2024-09-05 12:21:13,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,10,0,4,4,0,3,5,3,3,0,0
2024-09-05 12:21:15,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,13,1,4,4,0,7,5,1,4,0,0
2024-09-05 12:21:36,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,11,0,5,5,0,3,5,3,4,0,0
2024-09-05 12:22:19,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,12,0,6,6,0,3,5,3,4,0,0
2024-09-05 12:22:35,5,aggressor,100,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,16,2,6,5,0,8,5,1,5,0,0
