timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94,killed_by_world,killed_world
2024-09-05 12:44:36,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,2,0,1,1,0,0,0,1,0,0,0
2024-09-05 12:44:42,10,wrackdm17,150,world,Player_138.25.249.81,Player_138.25.249.81,0,1,0,1,0,1,0,0,0,0,1,0
2024-09-05 12:45:35,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,3,0,1,1,1,1,0,0,1,1,0
2024-09-05 12:46:28,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,6,0,2,2,1,3,0,1,1,0,0
2024-09-05 12:46:39,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,7,0,3,3,1,3,0,1,1,0,0
2024-09-05 12:46:52,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,8,0,4,4,1,3,0,1,1,0,0
2024-09-05 12:47:16,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,10,0,5,5,1,3,0,1,1,1,0
2024-09-05 12:47:41,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,6,0,5,2,1,2,0,0,2,2,0
2024-09-05 12:47:42,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,12,0,6,6,1,4,0,1,2,1,0
2024-09-05 12:47:45,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,2,1,6,1,1,0,1,0,2,0,0
2024-09-05 12:48:11,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.94,Player_138.25.249.81,0,7,0,6,3,1,2,1,0,3,2,0
2024-09-05 12:48:18,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.38,Player_138.25.249.81,0,13,0,7,7,1,4,1,1,3,1,0
2024-09-05 12:50:11,10,wrackdm17,150,Player_138.25.249.81,Player_138.25.249.93,Player_138.25.249.81,0,6,2,7,2,1,0,2,2,3,0,0
2024-09-05 12:50:29,10,wrackdm17,150,world,Player_138.25.249.81,Player_138.25.249.81,0,11,2,7,0,2,4,2,3,3,2,0
2024-09-05 12:50:45,10,wrackdm17,150,world,Player_138.25.249.81,Player_138.25.249.81,0,12,2,7,0,3,4,2,3,3,3,0
