timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94,killed_by_world,killed_world
2024-09-05 12:44:17,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,1,0,1,0,0,0,0,1,0,0,0
2024-09-05 12:45:15,10,wrackdm17,150,world,Player_138.25.249.94,Player_138.25.249.94,0,2,0,1,0,0,1,0,0,1,1,0
2024-09-05 12:47:04,10,wrackdm17,150,world,Player_138.25.249.38,Player_138.25.249.94,0,9,0,2,4,0,3,0,1,1,1,0
2024-09-05 12:47:17,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,3,1,2,0,1,0,0,1,1,1,0
2024-09-05 12:47:24,10,wrackdm17,150,world,Player_138.25.249.94,Player_138.25.249.94,0,5,0,2,1,1,2,0,0,2,2,0
2024-09-05 12:48:17,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,3,1,2,1,1,0,1,1,2,0,0
2024-09-05 12:48:29,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,5,2,2,0,2,0,1,2,2,1,0
2024-09-05 12:49:15,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.81,Player_138.25.249.94,0,7,2,2,0,3,1,1,3,2,1,0
2024-09-05 12:49:25,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.93,Player_138.25.249.94,0,5,2,2,1,3,0,2,2,2,0,0
2024-09-05 12:49:49,10,wrackdm17,150,world,Player_138.25.249.94,Player_138.25.249.94,0,9,0,2,3,3,3,2,0,3,3,0
2024-09-05 12:49:59,10,wrackdm17,150,world,Player_138.25.249.94,Player_138.25.249.94,0,10,0,2,3,3,3,2,0,4,4,0
2024-09-05 12:50:21,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,16,0,3,7,3,6,2,2,4,1,0
2024-09-05 12:50:51,10,wrackdm17,150,Player_138.25.249.94,Player_138.25.249.38,Player_138.25.249.94,0,17,0,4,7,3,6,2,3,4,1,0
